Дата,Ваксина,Пол,Възрастова група,Брой хоспитализирани
2021/01/01,NULL,NULL,NULL,0
2021/01/02,NULL,NULL,NULL,0
2021/01/03,NULL,NULL,NULL,0
2021/01/04,NULL,NULL,NULL,0
2021/01/05,NULL,NULL,NULL,0
2021/01/06,NULL,NULL,NULL,0
2021/01/07,NULL,NULL,NULL,0
2021/01/08,NULL,NULL,NULL,0
2021/01/09,NULL,NULL,NULL,0
2021/01/10,NULL,NULL,NULL,0
2021/01/11,NULL,NULL,NULL,0
2021/01/12,NULL,NULL,NULL,0
2021/01/13,NULL,NULL,NULL,0
2021/01/14,NULL,NULL,NULL,0
2021/01/15,NULL,NULL,NULL,0
2021/01/16,NULL,NULL,NULL,0
2021/01/17,NULL,NULL,NULL,0
2021/01/18,NULL,NULL,NULL,0
2021/01/19,NULL,NULL,NULL,0
2021/01/20,NULL,NULL,NULL,0
2021/01/21,NULL,NULL,NULL,0
2021/01/22,NULL,NULL,NULL,0
2021/01/23,NULL,NULL,NULL,0
2021/01/24,NULL,NULL,NULL,0
2021/01/25,NULL,NULL,NULL,0
2021/01/26,NULL,NULL,NULL,0
2021/01/27,NULL,NULL,NULL,0
2021/01/28,NULL,NULL,NULL,0
2021/01/29,NULL,NULL,NULL,0
2021/01/30,NULL,NULL,NULL,0
2021/01/31,NULL,NULL,NULL,0
2021/02/01,NULL,NULL,NULL,0
2021/02/02,NULL,NULL,NULL,0
2021/02/03,NULL,NULL,NULL,0
2021/02/04,NULL,NULL,NULL,0
2021/02/05,NULL,NULL,NULL,0
2021/02/06,NULL,NULL,NULL,0
2021/02/07,NULL,NULL,NULL,0
2021/02/08,NULL,NULL,NULL,0
2021/02/09,NULL,NULL,NULL,0
2021/02/10,NULL,NULL,NULL,0
2021/02/11,NULL,NULL,NULL,0
2021/02/12,NULL,NULL,NULL,0
2021/02/13,NULL,NULL,NULL,0
2021/02/14,NULL,NULL,NULL,0
2021/02/15,NULL,NULL,NULL,0
2021/02/16,NULL,NULL,NULL,0
2021/02/17,NULL,NULL,NULL,0
2021/02/18,NULL,NULL,NULL,0
2021/02/19,NULL,NULL,NULL,0
2021/02/19,COM,Жена,50 - 59,1
2021/02/21,NULL,NULL,NULL,0
2021/02/22,NULL,NULL,NULL,0
2021/02/23,NULL,NULL,NULL,0
2021/02/24,NULL,NULL,NULL,0
2021/02/25,NULL,NULL,NULL,0
2021/02/26,NULL,NULL,NULL,0
2021/02/27,NULL,NULL,NULL,0
2021/02/28,NULL,NULL,NULL,0
2021/03/01,NULL,NULL,NULL,0
2021/03/02,NULL,NULL,NULL,0
2021/03/03,NULL,NULL,NULL,0
2021/03/04,NULL,NULL,NULL,0
2021/03/05,NULL,NULL,NULL,0
2021/03/06,NULL,NULL,NULL,0
2021/03/07,NULL,NULL,NULL,0
2021/03/08,NULL,NULL,NULL,0
2021/03/09,NULL,NULL,NULL,0
2021/03/10,NULL,NULL,NULL,0
2021/03/11,NULL,NULL,NULL,0
2021/03/12,NULL,NULL,NULL,0
2021/03/13,NULL,NULL,NULL,0
2021/03/14,NULL,NULL,NULL,0
2021/03/15,NULL,NULL,NULL,0
2021/03/16,NULL,NULL,NULL,0
2021/03/16,COM,Мъж,70 - 79,1
2021/03/17,COM,Жена,80 - 89,1
2021/03/17,COM,Жена,50 - 59,1
2021/03/19,NULL,NULL,NULL,0
2021/03/19,COM,Жена,80 - 89,1
2021/03/19,COM,Жена,50 - 59,1
2021/03/21,NULL,NULL,NULL,0
2021/03/21,COM,Мъж,50 - 59,1
2021/03/23,COM,Жена,60 - 69,2
2021/03/23,NULL,NULL,NULL,0
2021/03/24,COM,Мъж,60 - 69,1
2021/03/26,COM,Жена,50 - 59,1
2021/03/26,COM,Жена,80 - 89,1
2021/03/26,COM,Жена,30 - 39,1
2021/03/26,NULL,NULL,NULL,0
2021/03/28,NULL,NULL,NULL,0
2021/03/29,COM,Мъж,40 - 49,1
2021/03/29,NULL,NULL,NULL,0
2021/03/30,COM,Жена,80 - 89,1
2021/04/01,NULL,NULL,NULL,0
2021/04/02,NULL,NULL,NULL,0
2021/04/02,COM,Жена,50 - 59,1
2021/04/03,COM,Жена,40 - 49,1
2021/04/04,COM,Жена,80 - 89,1
2021/04/06,NULL,NULL,NULL,0
2021/04/07,COM,Мъж,40 - 49,1
2021/04/07,COM,Жена,60 - 69,1
2021/04/07,NULL,NULL,NULL,0
2021/04/08,COM,Мъж,60 - 69,1
2021/04/08,COM,Жена,50 - 59,1
2021/04/08,COM,Мъж,50 - 59,1
2021/04/09,COM,Жена,70 - 79,1
2021/04/11,NULL,NULL,NULL,0
2021/04/12,MOD,Мъж,80 - 89,1
2021/04/12,NULL,NULL,NULL,0
2021/04/12,COM,Жена,80 - 89,1
2021/04/13,COM,Мъж,60 - 69,1
2021/04/14,COM,Мъж,80 - 89,1
2021/04/14,COM,Мъж,50 - 59,1
2021/04/14,COM,Мъж,60 - 69,1
2021/04/15,COM,Мъж,60 - 69,1
2021/04/17,NULL,NULL,NULL,0
2021/04/18,NULL,NULL,NULL,0
2021/04/18,COM,Мъж,80 - 89,1
2021/04/20,NULL,NULL,NULL,0
2021/04/21,NULL,NULL,NULL,0
2021/04/22,COM,Мъж,50 - 59,1
2021/04/22,NULL,NULL,NULL,0
2021/04/23,COM,Мъж,60 - 69,1
2021/04/25,NULL,NULL,NULL,0
2021/04/25,COM,Мъж,60 - 69,1
2021/04/26,COM,Мъж,60 - 69,1
2021/04/27,COM,Мъж,70 - 79,1
2021/04/29,NULL,NULL,NULL,0
2021/04/30,NULL,NULL,NULL,0
2021/05/01,NULL,NULL,NULL,0
2021/05/02,NULL,NULL,NULL,0
2021/05/03,NULL,NULL,NULL,0
2021/05/04,NULL,NULL,NULL,0
2021/05/05,COM,Мъж,60 - 69,1
2021/05/05,COM,Мъж,40 - 49,1
2021/05/05,NULL,NULL,NULL,0
2021/05/07,NULL,NULL,NULL,0
2021/05/08,NULL,NULL,NULL,0
2021/05/09,NULL,NULL,NULL,0
2021/05/10,NULL,NULL,NULL,0
2021/05/11,NULL,NULL,NULL,0
2021/05/11,COM,Жена,70 - 79,2
2021/05/12,COM,Мъж,80 - 89,1
2021/05/14,COM,Мъж,40 - 49,1
2021/05/14,NULL,NULL,NULL,0
2021/05/14,COM,Мъж,60 - 69,1
2021/05/14,COM,Жена,80 - 89,1
2021/05/14,COM,Жена,40 - 49,1
2021/05/16,NULL,NULL,NULL,0
2021/05/17,COM,Мъж,50 - 59,1
2021/05/17,COM,Жена,60 - 69,1
2021/05/17,NULL,NULL,NULL,0
2021/05/19,COM,Мъж,60 - 69,1
2021/05/19,NULL,NULL,NULL,0
2021/05/21,NULL,NULL,NULL,0
2021/05/22,NULL,NULL,NULL,0
2021/05/23,NULL,NULL,NULL,0
2021/05/23,AZ,Мъж,70 - 79,1
2021/05/25,NULL,NULL,NULL,0
2021/05/26,AZ,Мъж,60 - 69,1
2021/05/26,NULL,NULL,NULL,0
2021/05/26,MOD,Жена,70 - 79,1
2021/05/28,NULL,NULL,NULL,0
2021/05/28,COM,Жена,60 - 69,1
2021/05/28,COM,Мъж,60 - 69,1
2021/05/30,NULL,NULL,NULL,0
2021/05/31,MOD,Жена,70 - 79,1
2021/05/31,COM,Мъж,50 - 59,1
2021/05/31,NULL,NULL,NULL,0
2021/05/31,AZ,Жена,70 - 79,1
2021/06/01,AZ,Мъж,50 - 59,1
2021/06/01,COM,Мъж,20 - 29,1
2021/06/01,AZ,Жена,60 - 69,1
2021/06/02,AZ,Мъж,60 - 69,1
2021/06/03,AZ,Мъж,50 - 59,1
2021/06/03,AZ,Мъж,80 - 89,1
2021/06/03,AZ,Жена,60 - 69,1
2021/06/05,NULL,NULL,NULL,0
2021/06/06,NULL,NULL,NULL,0
2021/06/07,COM,Мъж,80 - 89,1
2021/06/07,COM,Жена,40 - 49,1
2021/06/07,NULL,NULL,NULL,0
2021/06/07,MOD,Жена,80 - 89,1
2021/06/07,COM,Мъж,60 - 69,1
2021/06/09,NULL,NULL,NULL,0
2021/06/09,COM,Жена,30 - 39,1
2021/06/10,AZ,Жена,50 - 59,1
2021/06/11,AZ,Жена,90+,1
2021/06/13,NULL,NULL,NULL,0
2021/06/14,NULL,NULL,NULL,0
2021/06/14,COM,Мъж,60 - 69,1
2021/06/14,MOD,Мъж,60 - 69,1
2021/06/14,COM,Мъж,80 - 89,1
2021/06/16,NULL,NULL,NULL,0
2021/06/16,COM,Жена,70 - 79,2
2021/06/17,COM,Жена,50 - 59,1
2021/06/17,COM,Мъж,60 - 69,1
2021/06/19,NULL,NULL,NULL,0
2021/06/20,NULL,NULL,NULL,0
2021/06/21,NULL,NULL,NULL,0
2021/06/21,COM,Мъж,40 - 49,1
2021/06/22,AZ,Мъж,70 - 79,1
2021/06/22,COM,Жена,40 - 49,1
2021/06/22,COM,Мъж,20 - 29,1
2021/06/23,AZ,Мъж,50 - 59,1
2021/06/23,AZ,Жена,70 - 79,1
2021/06/25,COM,Жена,40 - 49,1
2021/06/25,MOD,Жена,80 - 89,1
2021/06/25,NULL,NULL,NULL,0
2021/06/27,NULL,NULL,NULL,0
2021/06/28,MOD,Жена,70 - 79,1
2021/06/28,NULL,NULL,NULL,0
2021/06/28,COM,Мъж,70 - 79,1
2021/06/29,AZ,Жена,40 - 49,2
2021/06/29,AZ,Мъж,40 - 49,1
2021/06/30,AZ,Жена,60 - 69,1
2021/07/01,COM,Жена,70 - 79,1
2021/07/03,NULL,NULL,NULL,0
2021/07/04,NULL,NULL,NULL,0
2021/07/05,COM,Мъж,60 - 69,1
2021/07/05,NULL,NULL,NULL,0
2021/07/05,COM,Жена,80 - 89,1
2021/07/05,AZ,Жена,70 - 79,1
2021/07/07,NULL,NULL,NULL,0
2021/07/07,AZ,Мъж,70 - 79,1
2021/07/08,AZ,Мъж,60 - 69,1
2021/07/09,COM,Жена,70 - 79,1
2021/07/11,NULL,NULL,NULL,0
2021/07/12,COM,Жена,50 - 59,1
2021/07/12,AZ,Жена,60 - 69,1
2021/07/12,NULL,NULL,NULL,0
2021/07/14,NULL,NULL,NULL,0
2021/07/15,NULL,NULL,NULL,0
2021/07/16,AZ,Мъж,80 - 89,2
2021/07/16,NULL,NULL,NULL,0
2021/07/16,COM,Мъж,70 - 79,1
2021/07/16,COM,Жена,30 - 39,1
2021/07/17,COM,Мъж,80 - 89,1
2021/07/19,AZ,Мъж,70 - 79,1
2021/07/19,NULL,NULL,NULL,0
2021/07/20,AZ,Жена,70 - 79,1
2021/07/20,AZ,Жена,80 - 89,1
2021/07/21,COM,Мъж,70 - 79,1
2021/07/21,JANSS,Мъж,50 - 59,1
2021/07/22,AZ,Мъж,60 - 69,1
2021/07/22,JANSS,Жена,30 - 39,1
2021/07/23,COM,Жена,80 - 89,1
2021/07/23,MOD,Мъж,80 - 89,1
2021/07/23,COM,Жена,70 - 79,1
2021/07/24,COM,Мъж,60 - 69,1
2021/07/26,NULL,NULL,NULL,0
2021/07/26,COM,Жена,50 - 59,1
2021/07/26,MOD,Мъж,70 - 79,1
2021/07/26,COM,Мъж,60 - 69,2
2021/07/26,COM,Жена,70 - 79,1
2021/07/27,AZ,Жена,40 - 49,1
2021/07/27,AZ,Мъж,70 - 79,1
2021/07/27,COM,Мъж,30 - 39,1
2021/07/27,JANSS,Мъж,50 - 59,1
2021/07/28,AZ,Мъж,40 - 49,1
2021/07/28,AZ,Мъж,70 - 79,1
2021/07/28,COM,Жена,60 - 69,1
2021/07/29,COM,Жена,20 - 29,1
2021/07/29,COM,Жена,30 - 39,1
2021/07/29,JANSS,Жена,50 - 59,1
2021/07/29,COM,Жена,60 - 69,1
2021/07/30,COM,Жена,30 - 39,1
2021/07/30,AZ,Мъж,60 - 69,1
2021/07/30,JANSS,Мъж,40 - 49,1
2021/07/30,COM,Жена,80 - 89,1
2021/07/31,MOD,Мъж,70 - 79,1
2021/08/01,JANSS,Мъж,60 - 69,1
2021/08/02,AZ,Мъж,70 - 79,1
2021/08/02,JANSS,Мъж,70 - 79,1
2021/08/02,AZ,Мъж,60 - 69,1
2021/08/02,AZ,Жена,80 - 89,1
2021/08/02,COM,Жена,60 - 69,2
2021/08/02,AZ,Мъж,40 - 49,1
2021/08/02,COM,Жена,70 - 79,1
2021/08/02,AZ,Мъж,80 - 89,1
2021/08/03,AZ,Мъж,40 - 49,1
2021/08/03,COM,Жена,50 - 59,1
2021/08/04,MOD,Жена,70 - 79,2
2021/08/04,AZ,Мъж,60 - 69,1
2021/08/04,JANSS,Мъж,60 - 69,1
2021/08/04,JANSS,Жена,50 - 59,1
2021/08/04,COM,Мъж,70 - 79,1
2021/08/04,AZ,Мъж,30 - 39,1
2021/08/04,COM,Мъж,60 - 69,2
2021/08/04,AZ,Жена,70 - 79,1
2021/08/04,COM,Мъж,40 - 49,1
2021/08/05,AZ,Жена,70 - 79,1
2021/08/05,COM,Жена,60 - 69,1
2021/08/05,COM,Мъж,40 - 49,1
2021/08/05,COM,Мъж,30 - 39,1
2021/08/05,AZ,Мъж,70 - 79,1
2021/08/05,AZ,Жена,50 - 59,1
2021/08/05,COM,Жена,70 - 79,1
2021/08/06,COM,Мъж,70 - 79,1
2021/08/06,AZ,Мъж,50 - 59,1
2021/08/06,JANSS,Мъж,40 - 49,1
2021/08/06,COM,Мъж,80 - 89,1
2021/08/07,COM,Мъж,70 - 79,1
2021/08/07,AZ,Мъж,80 - 89,1
2021/08/07,AZ,Жена,70 - 79,1
2021/08/08,AZ,Мъж,60 - 69,1
2021/08/08,AZ,Жена,60 - 69,1
2021/08/08,COM,Жена,70 - 79,1
2021/08/08,JANSS,Жена,20 - 29,1
2021/08/08,JANSS,Жена,60 - 69,1
2021/08/09,AZ,Жена,60 - 69,2
2021/08/09,MOD,Жена,50 - 59,1
2021/08/09,MOD,Мъж,70 - 79,1
2021/08/09,COM,Жена,60 - 69,1
2021/08/09,JANSS,Жена,30 - 39,1
2021/08/09,JANSS,Мъж,40 - 49,2
2021/08/09,AZ,Мъж,50 - 59,1
2021/08/09,AZ,Жена,70 - 79,1
2021/08/09,COM,Мъж,70 - 79,1
2021/08/09,AZ,Мъж,70 - 79,1
2021/08/09,COM,Мъж,50 - 59,1
2021/08/10,AZ,Жена,60 - 69,1
2021/08/10,COM,Жена,70 - 79,2
2021/08/10,COM,Жена,80 - 89,1
2021/08/10,JANSS,Мъж,50 - 59,1
2021/08/10,AZ,Жена,70 - 79,1
2021/08/10,COM,Мъж,60 - 69,1
2021/08/10,JANSS,Жена,20 - 29,1
2021/08/11,COM,Мъж,50 - 59,1
2021/08/11,COM,Мъж,60 - 69,1
2021/08/11,AZ,Мъж,60 - 69,1
2021/08/11,AZ,Жена,60 - 69,1
2021/08/11,AZ,Мъж,80 - 89,1
2021/08/11,AZ,Мъж,70 - 79,1
2021/08/11,COM,Жена,30 - 39,1
2021/08/12,COM,Жена,90+,1
2021/08/12,COM,Жена,70 - 79,1
2021/08/12,AZ,Жена,40 - 49,1
2021/08/12,COM,Жена,60 - 69,1
2021/08/12,AZ,Мъж,70 - 79,1
2021/08/12,AZ,Жена,80 - 89,1
2021/08/12,COM,Жена,50 - 59,2
2021/08/13,AZ,Жена,70 - 79,1
2021/08/13,COM,Мъж,20 - 29,1
2021/08/13,COM,Мъж,70 - 79,1
2021/08/13,COM,Мъж,50 - 59,1
2021/08/13,JANSS,Мъж,60 - 69,1
2021/08/13,COM,Жена,40 - 49,3
2021/08/13,COM,Жена,50 - 59,1
2021/08/13,AZ,Мъж,70 - 79,2
2021/08/14,AZ,Жена,70 - 79,1
2021/08/14,JANSS,Жена,70 - 79,1
2021/08/15,COM,Жена,60 - 69,1
2021/08/15,COM,Мъж,60 - 69,1
2021/08/15,COM,Мъж,70 - 79,1
2021/08/16,AZ,Мъж,50 - 59,1
2021/08/16,COM,Жена,70 - 79,1
2021/08/16,AZ,Мъж,70 - 79,1
2021/08/16,JANSS,Жена,60 - 69,1
2021/08/16,AZ,Мъж,60 - 69,1
2021/08/16,MOD,Жена,60 - 69,1
2021/08/16,JANSS,Жена,70 - 79,1
2021/08/16,AZ,Жена,50 - 59,1
2021/08/16,JANSS,Мъж,80 - 89,1
2021/08/16,AZ,Жена,60 - 69,1
2021/08/16,AZ,Мъж,40 - 49,1
2021/08/16,JANSS,Жена,40 - 49,1
2021/08/16,COM,Мъж,60 - 69,2
2021/08/17,JANSS,Жена,70 - 79,1
2021/08/17,COM,Жена,70 - 79,2
2021/08/17,JANSS,Жена,60 - 69,1
2021/08/17,AZ,Мъж,50 - 59,3
2021/08/17,JANSS,Мъж,60 - 69,2
2021/08/17,AZ,Мъж,60 - 69,3
2021/08/17,COM,Мъж,80 - 89,1
2021/08/17,COM,Жена,60 - 69,1
2021/08/17,COM,Жена,80 - 89,3
2021/08/17,COM,Мъж,70 - 79,2
2021/08/17,COM,Жена,17 - 19,1
2021/08/17,AZ,Мъж,40 - 49,1
2021/08/17,COM,Мъж,30 - 39,1
2021/08/17,JANSS,Жена,30 - 39,1
2021/08/17,COM,Мъж,50 - 59,2
2021/08/18,AZ,Жена,70 - 79,2
2021/08/18,AZ,Мъж,80 - 89,1
2021/08/18,MOD,Мъж,20 - 29,1
2021/08/18,AZ,Мъж,50 - 59,1
2021/08/18,JANSS,Мъж,20 - 29,1
2021/08/18,JANSS,Жена,70 - 79,1
2021/08/18,AZ,Мъж,40 - 49,1
2021/08/18,JANSS,Мъж,30 - 39,1
2021/08/18,MOD,Мъж,50 - 59,1
2021/08/18,AZ,Жена,40 - 49,1
2021/08/18,COM,Мъж,40 - 49,1
2021/08/18,AZ,Мъж,60 - 69,1
2021/08/18,AZ,Жена,60 - 69,1
2021/08/18,COM,Мъж,50 - 59,3
2021/08/18,JANSS,Жена,40 - 49,1
2021/08/18,JANSS,Мъж,40 - 49,1
2021/08/18,COM,Мъж,60 - 69,3
2021/08/18,JANSS,Мъж,60 - 69,1
2021/08/18,COM,Мъж,80 - 89,1
2021/08/18,COM,Жена,60 - 69,3
2021/08/18,JANSS,Мъж,50 - 59,1
2021/08/19,COM,Жена,70 - 79,3
2021/08/19,COM,Мъж,50 - 59,2
2021/08/19,AZ,Мъж,70 - 79,2
2021/08/19,AZ,Жена,50 - 59,1
2021/08/19,COM,Мъж,40 - 49,1
2021/08/19,COM,Жена,60 - 69,1
2021/08/19,AZ,Мъж,40 - 49,1
2021/08/19,COM,Мъж,70 - 79,3
2021/08/19,JANSS,Жена,70 - 79,1
2021/08/19,COM,Мъж,60 - 69,3
2021/08/19,JANSS,Мъж,30 - 39,1
2021/08/20,COM,Жена,70 - 79,1
2021/08/20,AZ,Мъж,40 - 49,1
2021/08/20,AZ,Мъж,70 - 79,1
2021/08/20,MOD,Мъж,80 - 89,1
2021/08/20,AZ,Мъж,30 - 39,1
2021/08/20,AZ,Жена,60 - 69,1
2021/08/20,COM,Мъж,80 - 89,2
2021/08/20,COM,Жена,60 - 69,2
2021/08/20,COM,Мъж,50 - 59,3
2021/08/20,COM,Жена,30 - 39,2
2021/08/21,COM,Жена,60 - 69,1
2021/08/21,COM,Мъж,40 - 49,1
2021/08/21,COM,Мъж,50 - 59,1
2021/08/21,COM,Жена,40 - 49,1
2021/08/21,COM,Жена,50 - 59,2
2021/08/21,COM,Жена,70 - 79,2
2021/08/21,COM,Мъж,60 - 69,4
2021/08/21,JANSS,Мъж,30 - 39,1
2021/08/21,AZ,Жена,70 - 79,1
2021/08/22,JANSS,Мъж,50 - 59,1
2021/08/22,COM,Мъж,70 - 79,1
2021/08/22,AZ,Мъж,50 - 59,1
2021/08/22,COM,Мъж,60 - 69,1
2021/08/22,AZ,Жена,70 - 79,1
2021/08/23,AZ,Жена,70 - 79,5
2021/08/23,COM,Мъж,60 - 69,1
2021/08/23,COM,Жена,70 - 79,2
2021/08/23,JANSS,Жена,70 - 79,1
2021/08/23,AZ,Мъж,70 - 79,3
